CUSTOMER_REVIEW,CELEBRITY_REACH,COMPETETION,INNOVATION,QUALITY,TRANSPARENCY,COMMUNICATION,TARGET_GROUP,FREQUENT_REMINDERS,IMPACT_RATE,DESCISION_MAKING
7,0,62,4,7,3,5,23,1,49.4525,0
9,2,89,2,6,1,2,38,4,61.4575,1
9,2,79,9,8,2,3,69,3,72.89325,1
9,0,84,9,8,3,4,26,3,57.8915,1
10,0,64,1,9,5,5,93,4,89.156,1
5,2,89,4,8,4,5,14,4,60.666,1
9,0,26,7,9,2,1,19,2,19.21275,0
9,1,61,3,9,2,5,73,1,72.07475,1
8,1,7,7,8,5,6,52,5,42.32325,0
3,2,81,7,9,1,6,52,5,78.059,1
5,1,55,3,7,5,6,76,2,78.87575,1
10,2,66,2,1,1,4,20,5,44.81675,0
5,2,25,6,9,1,6,4,5,25.14925,0
6,2,4,9,9,1,1,26,4,13.04,0
1,2,100,10,4,1,6,10,3,63.90825,1
5,1,55,9,4,3,5,53,3,61.882,1
10,2,30,6,7,3,1,9,4,15.59475,0
8,1,85,4,2,5,3,1,5,46.923,0
7,2,51,7,3,2,3,48,4,51.0025,1
9,1,61,4,3,2,3,6,1,32.003,0
3,1,83,1,5,5,4,77,2,90.41475,1
2,2,61,8,1,1,6,95,1,86.978,1
6,2,12,8,2,4,1,62,3,36.2435,0
7,0,19,5,3,4,1,19,2,18.761,0
4,0,26,8,8,5,3,61,2,51.0525,1
2,1,71,6,1,4,2,95,1,86.81675,1
9,2,57,5,5,4,5,10,4,39.3325,0
1,0,75,7,6,3,2,54,1,68.94375,1
5,2,27,2,10,1,4,38,4,39.901,0
4,0,17,7,3,4,4,7,1,19.15875,0
2,2,63,10,4,2,3,55,2,62.03625,1
1,0,42,2,3,4,6,33,5,56.042,1
8,1,68,7,6,4,1,32,4,48.524,0
8,0,95,5,3,5,3,95,5,101.03725,1
3,2,20,2,6,4,1,85,1,55.20425,1
8,1,14,5,9,2,3,91,2,55.48925,1
1,0,87,2,5,5,6,15,1,66.13675,1
7,2,67,3,8,4,2,23,5,47.72725,0
9,2,52,7,5,1,5,94,4,77.51475,1
7,1,62,8,2,3,4,32,2,49.8475,0
6,2,2,6,8,4,4,3,4,9.7245,0
7,1,75,10,2,5,4,55,1,68.00125,1
5,2,24,7,4,4,4,38,1,35.939,0
2,1,54,9,7,5,1,53,2,56.19075,1
10,0,20,5,7,3,3,11,5,19.2005,0
9,2,98,7,5,2,4,86,1,91.59575,1
5,1,52,9,6,2,4,10,4,36.38225,0
2,1,100,5,2,3,4,80,5,100.1715,1
1,1,2,8,10,2,1,89,2,49.221,0
4,0,41,8,10,5,5,50,4,58.74875,1
3,2,99,2,2,3,3,54,2,80.8945,1
5,0,90,7,6,3,2,53,5,75.5195,1
4,2,93,4,7,2,5,92,5,102.872,1
5,0,35,1,8,1,3,35,5,42.74125,0
3,1,7,2,10,4,4,56,1,42.02225,0
1,1,88,8,9,5,6,85,5,103.63375,1
3,2,6,10,3,2,6,51,3,39.06,0
7,2,75,8,5,2,6,28,3,57.86525,1
7,1,17,1,3,3,4,72,2,51.27225,1
1,0,32,2,9,5,5,43,1,52.6225,1
6,2,86,8,4,5,3,34,2,61.774,1
10,1,73,4,1,3,2,72,1,69.31275,1
5,1,16,8,8,4,1,19,3,18.511,0
7,2,3,2,10,4,3,77,2,45.3725,0
2,0,73,7,7,3,1,8,1,41.37325,0
8,2,43,8,2,4,3,98,1,70.84225,1
9,0,41,7,7,5,4,73,2,62.741,1
2,0,66,1,10,2,6,18,5,58.75975,1
4,1,85,1,3,5,2,39,1,65.5265,1
10,2,44,3,10,4,1,74,5,58.71825,1
9,2,56,10,9,5,1,81,4,66.522,1
7,0,65,2,8,4,2,8,1,38.0915,0
5,2,100,2,10,5,4,92,2,104.08475,1
7,1,99,5,3,2,4,69,5,89.36875,1
6,0,30,10,1,5,4,78,4,62.32725,1
9,0,84,3,1,1,1,82,2,78.96725,1
9,0,78,7,9,2,1,13,3,41.79575,0
2,1,40,6,9,2,6,43,5,56.5845,1
5,0,26,8,1,3,3,94,3,65.683,1
6,0,51,10,4,5,3,18,5,40.39975,0
4,2,90,6,3,5,5,93,5,102.98625,1
1,0,92,2,9,4,1,18,4,61.3545,1
7,2,30,3,4,5,6,66,3,59.5575,1
9,2,7,5,4,1,3,30,4,19.04725,0
10,2,90,5,7,4,5,89,1,93.031,1
7,2,27,4,8,2,4,23,2,28.8025,0
10,0,59,8,8,5,3,99,5,83.98375,1
2,0,23,8,9,2,4,37,5,41.3225,0
2,0,74,6,8,2,4,3,3,47.092,0
1,0,97,4,10,1,5,81,3,101.536,1
9,2,88,5,8,4,4,74,5,86.2385,1
4,1,29,3,2,4,5,35,3,43.27425,0
3,1,73,3,4,5,1,55,1,66.1885,1
1,2,85,8,5,2,1,27,1,54.52775,1
6,0,49,7,10,2,6,49,5,61.531,1
1,1,93,2,7,2,4,88,5,102.6305,1
10,2,29,3,1,1,5,74,5,56.86125,1
5,1,62,10,7,4,1,33,5,48.58375,0
4,1,87,1,3,5,5,58,1,82.8315,1
6,1,4,7,4,3,6,79,4,53.672,1
2,1,36,10,9,5,3,77,2,64.281,1
3,2,91,10,9,4,2,12,5,54.73075,1
4,2,85,1,3,1,6,60,4,83.57475,1
10,2,3,5,1,2,6,12,2,12.31575,0
7,2,68,7,10,2,3,37,4,54.3925,1
6,0,91,3,2,4,4,64,1,83.518,1
9,0,95,10,5,3,6,77,3,93.14475,1
2,0,1,4,4,4,1,35,3,23.68475,0
9,2,97,10,1,4,4,71,4,85.72425,1
2,1,65,8,5,3,1,12,1,38.07875,0
9,1,76,4,1,1,2,71,3,71.15675,1
1,2,43,5,1,5,3,41,5,51.743,1
1,0,55,2,1,4,6,41,5,66.13125,1
10,1,41,5,8,3,6,65,3,61.28525,1
2,1,74,2,9,1,5,91,5,95.9895,1
7,2,75,8,10,2,2,48,1,58.5755,1
4,0,72,3,5,4,1,99,3,89.5575,1
5,1,56,8,2,3,4,46,3,56.6115,1
7,1,42,7,4,1,4,30,5,40.71875,0
6,2,72,9,1,1,6,16,4,50.254,1
2,1,100,9,2,2,6,64,3,92.717,1
3,2,96,6,4,2,4,22,1,62.61525,1
4,1,54,10,8,2,6,95,5,87.15025,1
7,1,1,8,6,5,1,34,5,19.49575,0
9,0,88,10,5,1,5,84,3,89.772,1
9,0,25,6,9,3,2,40,5,35.15975,0
5,0,13,8,2,2,5,84,3,58.054,1
1,2,55,9,5,1,4,64,5,67.9175,1
4,1,78,6,6,4,6,58,4,81.17825,1
5,1,23,2,3,4,3,44,3,40.329,0
9,2,51,6,2,2,6,51,2,56.071,1
2,0,14,3,2,1,1,4,2,10.96575,0
3,1,77,10,4,3,5,32,1,61.30175,1
1,2,43,3,4,3,1,72,2,60.59975,1
5,1,22,8,4,1,2,56,2,39.1635,0
8,0,54,5,4,2,5,12,3,39.26575,0
10,1,43,7,2,2,3,38,5,41.18675,0
5,1,83,7,3,2,2,42,2,62.04325,1
2,2,85,10,10,3,5,22,3,62.19625,1
1,1,57,8,4,2,1,47,5,55.42075,1
4,0,29,10,9,2,4,60,1,50.6865,1
5,0,9,10,6,3,1,42,5,27.949,0
4,2,29,10,5,1,5,3,3,21.829,0
1,2,88,6,8,3,3,94,4,99.03725,1
8,1,19,4,9,3,3,91,1,58.13625,1
3,1,97,4,9,2,4,9,3,60.1945,1
7,0,55,10,7,4,2,56,4,57.83775,1
2,2,84,10,4,1,2,35,1,58.0655,1
10,1,19,7,4,2,3,2,4,10.58225,0
1,2,60,4,2,3,3,76,2,74.58325,1
9,0,1,9,3,3,2,54,1,26.021,0
1,2,37,4,8,5,6,26,1,45.7525,0
6,1,7,9,2,5,1,6,3,6.29775,0
9,1,58,9,5,3,1,67,5,60.3075,1
8,2,40,8,7,1,2,35,3,34.74025,0
6,2,72,7,10,1,2,20,2,43.85475,0
7,1,37,7,6,3,1,57,1,44.314,0
5,2,92,5,10,4,2,88,1,91.384,1
6,0,64,6,3,4,6,26,2,55.30875,1
1,1,74,10,8,4,6,28,2,63.6455,1
6,2,71,9,3,5,3,49,3,62.68325,1
10,2,35,3,3,2,4,68,4,54.66575,1
9,1,31,4,3,4,4,8,3,23.8845,0
6,0,92,1,3,3,1,50,1,70.257,1
7,2,70,4,8,2,2,11,4,40.40875,0
1,2,67,4,5,5,2,48,4,64.72725,1
1,1,40,4,9,4,4,78,5,73.19575,1
10,0,72,3,6,3,4,25,1,50.84475,1
7,0,20,5,1,3,3,59,2,43.25975,0
9,1,35,9,2,1,6,64,2,54.417,1
5,1,28,7,1,5,1,21,1,23.8225,0
7,1,2,5,4,2,3,7,1,5.71425,0
6,1,87,5,1,1,6,31,5,68.166,1
6,0,28,3,4,2,5,89,2,68.04175,1
1,0,33,10,9,5,2,42,1,43.56475,0
7,1,49,7,8,5,1,97,1,72.4445,1
2,2,100,8,5,2,6,35,1,75.92175,1
9,0,62,8,6,5,6,15,1,45.96275,0
2,1,67,9,1,4,3,14,2,45.098,0
3,1,64,9,8,5,6,40,2,64.47775,1
6,1,68,5,2,2,4,20,2,47.534,0
9,2,65,9,6,5,3,24,2,44.08325,0
10,0,58,3,8,2,5,81,1,74.78125,1
4,2,5,4,2,5,6,89,3,61.31875,1
7,0,52,10,1,1,3,8,4,30.7995,0
1,2,19,2,2,1,4,68,1,51.376,1
6,1,8,4,9,3,1,80,5,47.599,0
8,0,30,8,10,3,5,13,3,28.889,0
1,2,55,6,7,4,1,97,5,81.81525,1
1,1,2,8,7,4,4,77,2,50.61625,1
3,1,99,6,3,3,1,28,2,62.953,1
10,0,62,9,6,4,2,28,2,42.90275,0
2,1,53,10,2,5,4,28,3,49.1435,0
5,1,55,10,3,1,6,9,4,40.218,0
4,0,74,7,6,3,5,30,1,60.17525,1
5,1,45,2,4,4,4,39,3,50.59025,1
4,1,71,8,8,1,5,98,1,91.4045,1
1,0,83,8,4,1,5,65,1,82.953,1
6,1,53,2,7,2,5,92,2,81.31725,1
1,2,43,5,1,1,2,79,3,64.7,1
4,0,77,6,1,1,6,32,1,63.008,1
8,0,38,5,2,1,6,51,5,54.50525,1
2,0,2,4,8,4,3,82,4,54.115,1
7,2,70,10,4,4,2,24,1,43.82375,0
3,1,10,5,2,5,3,95,3,61.72925,1
10,1,73,6,3,3,2,26,1,45.19875,0
3,1,63,8,4,4,1,34,2,49.05825,0
10,1,32,6,3,5,4,3,4,21.8665,0
8,0,24,7,10,2,3,63,1,45.49275,0
10,1,33,7,2,2,3,68,4,51.10725,1
3,2,4,2,8,2,4,45,1,32.22575,0
8,0,70,3,4,4,6,12,4,51.97125,1
6,2,94,5,9,4,2,49,2,72.0425,1
5,0,93,9,5,1,3,47,3,72.247,1
8,0,95,9,9,3,3,78,5,90.35425,1
3,1,49,8,5,4,6,91,1,82.0325,1
9,2,99,10,5,4,4,78,1,88.46925,1
9,2,55,7,8,5,1,37,3,43.32925,0
8,0,91,3,3,1,6,19,4,63.31875,1
6,0,19,7,4,4,4,99,1,66.149,1
8,2,22,9,1,2,3,71,5,48.088,0
10,0,41,6,8,2,6,100,4,80.06275,1
4,0,22,8,3,2,1,44,2,33.14625,0
3,0,16,2,5,1,3,56,1,42.2515,0
9,2,9,4,1,4,6,41,3,33.53275,0
5,1,43,1,2,1,3,42,4,47.647,0
7,1,16,5,2,1,6,54,3,43.80425,0
10,0,60,10,1,5,5,44,2,56.49575,1
9,0,17,8,5,2,1,34,5,24.16875,0
7,0,68,8,2,4,5,2,1,40.29875,0
5,0,95,2,7,2,3,22,2,62.67625,1
4,1,84,9,5,2,3,44,4,67.76125,1
6,1,2,1,9,2,6,15,1,19.09875,0
6,0,18,8,7,5,5,68,5,55.80325,1
3,0,80,6,2,1,3,98,4,95.30275,1
5,0,60,2,10,3,2,45,2,56.75075,1
10,0,49,10,6,5,4,48,5,54.14475,1
8,1,70,4,10,3,2,23,1,45.38575,0
7,1,60,10,10,3,4,30,4,49.8755,0
10,0,93,8,7,5,3,83,1,88.716,1
5,1,45,9,5,5,3,29,1,40.36075,0
9,0,60,10,1,5,5,61,4,67.6595,1
7,0,89,9,3,1,3,5,5,48.328,0
6,0,59,10,9,2,5,13,1,41.333,0
3,1,23,1,5,5,4,25,1,34.04475,0
9,2,64,7,3,4,3,85,3,75.39025,1
1,2,58,5,7,3,3,45,4,59.54375,1
3,0,35,3,2,2,6,75,1,67.71425,1
6,0,37,6,9,2,1,44,4,41.704,0
8,2,66,7,2,3,6,91,3,85.92725,1
2,0,27,3,2,1,6,65,4,61.16,1
4,0,10,8,2,2,6,7,5,21.4085,0
5,0,92,2,4,2,1,30,5,62.97725,1
6,2,92,6,1,4,4,20,3,59.87275,1
7,0,68,3,8,5,6,58,5,77.6315,1
3,0,79,8,7,4,1,35,1,57.80075,1
9,1,53,4,10,4,3,76,4,69.08075,1
7,1,89,6,4,4,4,37,4,68.54775,1
5,0,51,10,6,4,4,98,5,84.244,1
6,2,14,4,8,5,5,96,2,65.459,1
3,0,51,6,10,5,6,7,3,44.1485,0
2,1,96,6,8,3,5,81,1,98.29175,1
6,1,41,10,8,4,4,40,4,47.2165,0
1,0,93,10,9,4,4,48,3,80.58925,1
2,1,20,8,7,4,3,54,4,45.941,0
6,2,4,4,3,2,6,49,2,35.71925,0
9,0,96,8,5,5,4,65,3,85.15,1
7,1,9,9,1,1,3,20,5,16.55575,0
10,0,34,5,2,2,4,36,4,38.81075,0
9,0,38,10,7,4,6,78,3,67.3685,1
4,2,52,9,10,1,4,59,1,58.98925,1
8,2,53,3,1,4,1,21,4,35.28475,0
6,2,43,6,1,2,1,36,5,38.259,0
6,2,72,10,4,2,3,100,2,86.3505,1
2,1,34,5,10,1,6,5,4,33.0125,0
6,2,2,7,3,3,1,26,4,13.3635,0
3,2,14,6,10,1,6,75,5,58.30625,1
4,0,11,9,1,4,6,61,2,48.43225,0
3,0,30,8,4,5,4,47,4,49.76475,0
2,0,89,10,3,1,5,52,1,77.547,1
10,2,1,10,3,4,6,3,3,7.6685,0
7,1,51,5,3,1,1,92,4,70.21775,1
10,1,70,5,9,3,6,35,1,58.23325,1
3,2,15,9,10,5,3,54,2,41.02925,0
1,2,77,6,1,3,2,13,2,47.24975,0
6,0,23,7,2,5,3,21,2,26.849,0
4,1,61,3,2,2,5,85,3,82.96025,1
8,0,55,9,1,1,2,69,4,61.06575,1
8,1,92,9,2,3,4,72,4,85.324,1
10,2,59,4,6,3,2,63,3,59.24875,1
7,1,22,9,4,4,2,7,3,14.90125,0
5,0,64,7,3,5,5,26,2,54.35875,1
2,1,15,8,6,1,3,33,2,28.805,0
5,1,84,3,4,1,6,88,5,98.00075,1
8,0,3,10,5,3,5,89,3,53.929,1
5,1,81,10,6,3,1,34,3,55.75975,1
2,1,42,9,7,5,2,39,2,45.39275,0
2,1,75,7,6,2,3,82,4,85.45275,1
4,0,41,9,10,1,3,4,1,25.044,0
9,2,12,2,10,2,5,27,1,24.34775,0
3,2,82,6,1,5,2,72,1,79.1705,1
10,2,99,9,9,4,5,31,1,66.40625,1
7,2,66,2,3,3,5,2,2,39.49,0
4,0,95,1,6,1,6,25,2,71.017,1
7,0,81,1,5,4,6,56,4,81.5275,1
5,1,41,8,7,5,5,59,3,60.448,1
9,0,97,7,4,3,5,99,2,103.29925,1
4,0,23,10,5,1,3,76,5,55.7855,1
10,2,55,6,4,3,4,52,4,55.90725,1
5,0,54,5,4,4,6,94,2,86.8965,1
9,2,42,4,8,5,2,51,2,46.65975,0
1,1,44,8,4,2,3,71,5,65.949,1
9,0,35,5,10,1,6,33,4,43.24175,0
2,2,49,1,5,1,3,29,1,43.31825,0
10,0,82,1,7,1,2,47,5,65.083,1
9,0,23,4,5,4,3,67,1,47.99575,0
4,0,86,6,2,1,4,27,3,62.0855,1
2,0,71,2,2,2,3,24,2,53.98075,1
8,0,75,7,5,4,3,95,1,87.22975,1
7,1,32,9,1,4,3,13,5,26.14,0
2,1,8,3,9,3,4,57,1,42.65325,0
6,1,14,1,5,4,4,34,3,32.80125,0
2,0,84,10,7,1,5,67,1,83.43375,1
7,1,60,3,3,3,6,4,3,41.258,0
1,1,3,6,10,5,2,37,3,28.61675,0
7,1,64,6,10,3,6,14,3,48.3385,0
10,2,2,6,7,2,6,15,1,13.08825,0
1,2,13,8,5,1,6,27,1,30.21825,0
4,1,19,10,9,1,1,91,2,54.48075,1
8,2,60,1,7,2,5,51,3,62.018,1
7,0,72,8,8,1,2,21,5,47.25225,0
5,2,86,6,2,5,1,39,1,60.37775,1
6,2,79,5,6,4,2,53,4,68.1015,1
3,1,14,1,5,3,6,25,5,35.781,0
7,0,59,3,4,1,3,59,3,62.28025,1
6,2,38,3,1,2,1,17,2,24.623,0
6,0,71,5,5,5,1,29,1,49.83925,0
3,1,12,3,8,4,5,76,1,56.34675,1
9,2,58,8,6,4,1,71,3,61.01975,1
6,0,57,8,2,2,5,26,1,46.77875,0
10,0,5,3,2,4,3,17,5,15.803,0
3,2,27,10,1,4,5,58,5,53.31775,1
1,2,66,9,1,4,2,94,1,82.83025,1
6,1,94,9,4,1,3,61,4,78.848,1
10,1,11,10,9,5,6,3,3,14.93825,0
5,1,2,6,7,1,6,41,3,32.36125,0
3,1,62,3,5,5,1,52,5,62.654,1
2,1,36,4,2,1,5,41,4,49.63075,0
1,2,22,9,3,2,3,31,3,31.78525,0
8,1,56,8,9,1,2,3,2,26.305,0
6,1,91,5,4,3,5,48,1,75.39425,1
3,1,92,4,4,3,3,70,2,86.4055,1
5,0,44,7,3,5,4,75,4,69.48825,1
3,1,100,3,8,4,6,56,4,92.68575,1
3,1,81,8,10,3,3,9,3,49.97625,0
1,1,13,3,8,3,4,31,5,35.442,0
8,1,80,6,6,2,1,28,3,50.26775,1
8,2,88,7,1,3,6,89,4,96.0805,1
3,0,12,5,10,1,4,27,1,27.27,0
2,0,81,8,1,5,1,12,3,49.192,0
10,0,33,8,8,1,2,28,2,27.40775,0
5,1,18,6,1,1,2,25,4,23.03275,0
5,0,15,10,10,2,5,88,2,60.735,1
2,1,11,8,3,3,1,28,3,21.79775,0
10,2,28,8,9,1,1,35,3,25.46525,0
1,1,35,8,9,1,4,2,3,26.5425,0
6,2,85,3,7,1,5,37,3,67.02325,1
7,0,32,1,10,2,2,57,5,49.8675,0
2,1,44,9,4,3,6,28,2,47.522,0
1,1,36,1,4,1,6,51,5,59.76875,1
4,0,88,8,4,2,5,33,4,69.4815,1
10,0,85,5,10,3,3,83,1,84.759,1
1,0,91,7,1,2,2,100,3,100.541,1
4,0,56,9,9,4,4,34,1,51.9535,1
9,0,75,1,5,1,4,69,5,77.9935,1
10,2,62,10,2,1,1,35,3,40.1885,0
4,0,33,7,2,1,2,45,2,40.555,0
10,1,34,3,4,4,5,58,4,53.7455,1
5,2,72,6,5,5,4,14,4,50.0575,1
1,1,57,6,6,2,1,82,4,73.59925,1
7,2,21,8,2,4,4,28,2,27.929,0
10,2,19,1,3,1,6,94,5,65.46975,1
6,0,84,2,5,1,5,97,5,101.05925,1
10,1,48,7,3,3,5,1,2,27.32775,0
5,2,23,5,6,4,1,92,5,60.85325,1
9,1,57,10,6,4,5,47,2,56.40175,1
3,1,38,1,6,5,4,13,5,38.30925,0
5,1,13,2,10,2,3,23,1,22.59475,0
2,2,14,4,4,4,6,89,2,65.996,1
1,2,22,6,4,5,3,27,4,33.76025,0
5,2,55,6,4,1,1,89,5,71.858,1
7,1,76,6,4,2,6,97,1,93.85,1
8,2,31,7,2,4,1,2,3,13.042,0
8,2,20,1,5,2,4,35,4,32.9465,0
9,1,18,9,4,5,6,20,2,26.73675,0
9,2,35,10,2,4,3,77,5,57.883,1
4,1,81,2,1,3,4,92,5,96.45375,1
8,2,43,10,4,2,2,89,5,65.34975,1
4,2,27,4,2,4,2,61,4,48.73475,0
2,2,33,4,6,4,4,8,5,31.52725,0
8,2,11,4,6,2,1,40,5,24.67425,0
7,0,37,3,8,5,5,71,3,65.75275,1
8,2,68,2,4,3,5,38,2,58.3655,1
9,0,6,10,10,4,4,50,5,35.20425,0
8,2,95,2,8,3,3,31,1,63.06625,1
3,1,87,8,8,3,2,36,5,65.92375,1
8,2,71,1,3,3,1,74,4,71.43525,1
9,1,60,9,6,1,6,10,1,38.24075,0
3,1,18,8,6,5,5,68,5,57.1445,1
6,1,99,6,8,1,6,84,2,99.5465,1
9,1,98,8,1,3,1,77,3,82.82625,1
6,0,9,9,6,3,2,48,5,32.7275,0
4,2,28,5,10,3,1,55,1,41.60125,0
2,2,30,9,7,2,4,40,4,42.9525,0
6,2,85,1,2,4,2,28,1,56.4105,1
8,0,32,7,8,1,4,28,1,32.42725,0
5,1,68,9,6,2,6,76,5,83.27425,1
4,0,2,6,9,4,5,11,1,17.33175,0
1,1,89,3,1,5,3,48,3,77.38175,1
6,0,64,3,10,2,6,93,3,91.10725,1
9,2,29,3,5,3,6,10,3,27.2105,0
8,0,53,4,9,2,5,50,1,57.817,1
6,2,25,6,2,4,6,71,4,59.41425,1
5,2,39,7,2,4,3,73,3,60.32725,1
7,1,4,5,7,1,3,34,3,21.8615,0
4,1,41,5,2,4,1,52,1,46.89225,0
8,0,3,1,8,2,5,83,1,51.723,1
10,0,90,4,7,4,3,86,5,92.49075,1
2,0,8,8,3,4,1,61,4,39.87575,0
3,0,63,6,6,1,1,20,1,40.693,0
4,0,20,5,9,2,5,89,5,68.236,1
4,0,70,7,10,5,6,5,3,51.09175,1
7,0,11,9,6,1,1,67,4,38.26525,0
4,2,17,3,10,5,5,90,5,68.353,1
5,0,16,8,5,4,5,14,5,26.768,0
5,2,24,9,10,5,1,50,4,38.8715,0
3,1,75,6,6,3,6,49,4,75.17325,1
10,0,48,9,10,5,4,37,1,45.68025,0
8,2,54,4,7,3,4,90,3,76.90825,1
9,0,68,10,8,5,4,64,4,71.79375,1
6,1,86,1,7,5,1,16,4,53.22325,1
3,1,40,6,7,2,1,30,3,36.33025,0
6,2,78,6,10,4,1,84,1,79.3175,1
7,1,49,3,8,2,6,80,5,76.7565,1
7,1,28,1,3,1,1,81,4,54.768,1
1,0,74,6,6,5,5,48,2,74.45675,1
10,1,11,5,1,5,4,75,1,46.684,0
4,0,70,8,2,2,4,59,3,71.0615,1
5,2,20,7,3,2,6,59,2,48.42125,0
8,0,8,8,1,3,2,5,1,4.91725,0
1,2,29,4,6,4,6,64,4,62.9145,1
10,1,33,6,1,5,4,21,5,32.16275,0
7,1,5,9,2,2,6,61,2,40.853,0
1,2,69,1,3,2,1,57,2,65.0585,1
2,2,25,4,10,5,2,9,2,22.75925,0
2,2,78,8,7,3,3,63,5,77.46125,1
4,1,38,8,4,2,5,80,5,69.65325,1
7,1,39,4,2,3,4,66,2,57.64025,1
1,1,80,9,3,1,5,57,4,78.3485,1
3,2,100,4,8,4,4,69,5,94.56725,1
7,1,58,6,4,3,2,10,1,32.3145,0
3,0,71,6,2,3,3,87,3,85.9845,1
10,1,97,8,6,1,5,71,3,86.3585,1
5,0,13,7,7,1,3,59,1,39.459,0
8,2,91,4,10,3,3,21,3,57.20525,1
7,2,98,5,6,1,3,85,4,92.906,1
2,2,69,8,2,3,4,92,4,88.85575,1
4,0,99,9,5,1,4,90,4,101.10325,1
6,2,18,5,6,3,2,39,4,30.93725,0
9,0,77,3,8,1,1,20,3,45.31275,0
6,1,22,6,5,4,5,87,3,64.63,1
3,0,7,8,4,3,1,82,3,48.051,0
6,1,51,3,3,1,4,2,3,30.9105,0
9,1,79,4,7,4,3,77,5,82.432,1
2,2,31,3,5,4,4,25,4,38.74075,0
5,0,93,9,1,2,6,40,3,75.362,1
3,2,86,4,3,4,6,1,5,56.4325,1
3,1,73,9,4,4,4,49,1,67.0295,1
8,2,72,2,9,2,3,93,2,84.26875,1
5,2,51,6,1,1,4,68,3,63.65675,1
5,1,2,3,8,3,1,13,1,7.95975,0
2,2,47,9,9,1,1,57,4,52.87475,1
10,1,73,6,3,2,2,26,1,44.46925,0
6,1,90,1,5,5,5,45,5,79.34925,1
6,1,9,2,6,3,1,75,5,45.717,0
1,1,22,5,9,2,2,35,2,33.882,0
8,2,66,3,9,1,1,33,2,45.01,0
1,2,45,4,2,4,6,6,5,40.8715,0
7,1,81,2,8,5,4,3,3,48.87525,0
2,2,63,4,1,4,3,92,4,85.6445,1
1,2,70,6,5,1,1,59,4,66.1275,1
6,2,25,2,3,3,1,83,2,53.795,1
6,0,93,6,10,5,2,63,1,80.46625,1
10,1,20,4,1,5,4,91,5,62.7155,1
2,2,76,7,3,3,6,50,3,74.527,1
9,1,72,1,6,2,4,33,5,57.87275,1
8,1,53,8,1,3,1,33,1,37.79175,0
3,1,70,6,9,2,3,27,4,54.55275,1
1,2,59,2,6,1,6,73,1,77.9975,1
1,2,61,5,4,1,6,80,2,82.15875,1
5,1,45,5,4,4,6,72,4,71.8455,1
3,2,36,1,4,5,3,89,2,70.847,1
9,0,71,10,4,5,1,54,2,59.424,1
2,1,62,6,4,2,2,35,3,52.03275,1
1,2,15,1,1,5,5,27,4,35.919,0
5,0,21,6,6,2,2,11,2,18.013,0
7,2,46,7,7,3,1,89,1,64.33075,1
2,1,17,2,6,2,2,47,2,37.4095,0
8,1,36,3,10,2,3,81,5,63.9725,1
8,1,47,6,1,1,6,99,5,82.20875,1
7,1,65,1,7,3,5,20,5,52.46625,1
2,2,42,5,7,5,2,56,2,54.463,1
2,1,84,5,6,3,1,22,2,54.1925,1
6,0,84,10,2,1,4,62,5,77.918,1
6,0,53,1,9,2,4,11,4,40.40725,0
8,2,67,7,6,1,1,3,5,30.712,0
2,1,38,6,7,2,2,37,3,41.9755,0
10,1,18,1,8,2,1,45,4,30.3545,0
3,1,90,1,1,2,6,70,2,91.785,1
4,2,27,10,9,1,2,29,2,27.5125,0
6,1,34,9,6,4,2,71,1,53.204,1
4,1,69,5,5,1,1,59,5,65.272,1
6,2,36,5,7,4,4,97,2,73.1565,1
2,0,32,5,6,4,5,94,2,76.88025,1
10,1,39,5,8,1,5,42,5,46.38525,0
7,1,98,8,8,4,6,2,4,59.0465,1
2,2,64,10,4,5,2,21,3,45.7515,0
7,0,82,7,3,3,2,23,2,51.81525,1
7,2,98,8,3,4,2,33,1,62.3655,1
6,2,95,4,6,3,4,72,5,90.29925,1
10,1,47,9,3,5,3,67,2,57.4195,1
6,0,62,6,3,5,4,52,1,63.36675,1
8,2,52,2,2,5,6,88,5,82.262,1
8,1,10,8,8,5,6,78,3,55.30375,1
5,0,63,10,4,2,4,51,3,62.414,1
3,1,93,2,4,3,2,38,1,68.01275,1
3,1,12,7,8,2,6,64,3,51.19875,1
3,1,22,5,1,4,3,55,5,47.5255,0
3,0,79,5,10,1,5,100,4,101.58975,1
8,1,43,8,7,5,1,45,5,44.60875,0
1,0,2,2,9,1,4,72,4,50.5035,1
7,0,64,4,5,1,4,10,5,42.94,0
9,2,15,8,4,3,6,31,4,30.4545,0
10,0,66,3,10,5,3,68,4,72.35675,1
5,1,29,7,5,1,2,30,5,31.89075,0
10,1,75,2,5,5,3,10,1,43.03875,0
9,0,85,1,2,2,1,87,5,85.87375,1
1,1,100,10,8,3,3,47,3,79.43,1
8,0,80,1,5,4,5,6,5,53.0235,1
1,1,46,5,2,5,3,88,3,76.96725,1
6,2,30,5,7,2,6,58,5,55.3985,1
6,2,21,4,4,4,4,90,4,63.84475,1
8,2,71,10,8,2,2,59,4,63.00575,1
8,1,20,1,8,4,2,62,2,43.774,0
4,1,95,9,6,1,1,95,2,92.84275,1
4,1,100,5,4,5,6,61,2,92.46,1
10,1,74,7,3,1,5,85,1,80.91525,1
10,0,2,2,7,5,5,17,4,19.64225,0
1,1,3,2,1,1,3,79,1,48.0395,0
3,1,4,8,8,2,1,50,2,28.15,0
2,2,25,2,7,3,4,13,3,28.731,0
